"Type","Buy","Cur.","Sell","Cur.","Exchange","Comment","Date"
"Spend","","","1162.36000000","EUR","Bitpanda","","2019-05-21"
"Trade","5.10816193","ETH","1162.36000000","EUR","Bitpanda","","2019-05-21"
"Deposit","0.00000000","BTC","","","kraken","","2019-05-21"
"Deposit","38.53112600","XMR","","","MyMonero wallet","had to query wallet to see it","2019-04-08"
"Deposit","6230.00000000","SYS","","","bittrex","","2019-04-08"
"Withdrawal","","","0.20230000","BTC","wirex","","2019-02-28"
"Trade","550.00000000","EUR","0.16238700","BTC","wirex","","2019-02-20"
"Trade","80.00000000","EUR","0.16238700","BTC","wirex","","2019-02-20"
"Trade","50.00000000","EUR","0.01473100","BTC","wirex","","2019-02-19"
"Trade","0.02500000","BTC","80.79000000","BTC","wirex","","2019-02-19"
"Withdrawal","","","0.02493300","BTC","wirex","","2019-02-12"
"Trade","735.35000000","EUR","0.23596900","BTC","wirex","","2019-02-08"
"Trade","210.25000000","EUR","1000.00000000","IOT","Bitpanda","Position ausgestoppt","2019-02-06"
"Trade","8602.75000000","EUR","40000.00000000","IOT","Bitpanda","Position ausgestoppt","2019-02-06"
"Trade","10854.16000000","EUR","50000.00000000","IOT","Bitpanda","Position ausgestoppt","2019-02-06"
"Withdrawal","","","0.03600000","BTC","wirex","","2019-02-05"
"Trade","100.00000000","EUR","0.03399600","BTC","wirex","","2019-02-02"
"Trade","5.00000000","EUR","0.00164100","BTC","wirex","","2019-01-27"
"Trade","25.00000000","EUR","0.00821200","BTC","wirex","","2019-01-27"
"Trade","112.00000000","EUR","0.03669400","BTC","wirex","","2019-01-27"
"Trade","100.00000000","EUR","0.03279900","BTC","wirex","","2019-01-27"
"Trade","6.00000000","EUR","0.00193600","BTC","wirex","","2019-01-24"
"Trade","18.00000000","EUR","0.00580800","BTC","wirex","","2019-01-24"
"Trade","100.00000000","EUR","0.03243300","BTC","wirex","","2019-01-24"
"Trade","14.00000000","EUR","0.00463500","BTC","wirex","","2019-01-21"
"Trade","27.00000000","EUR","0.00883700","BTC","wirex","","2019-01-21"
"Trade","34.00000000","EUR","0.01063800","BTC","wirex","","2019-01-19"
"Trade","35.00000000","EUR","0.01095300","BTC","wirex","","2019-01-19"
"Trade","31.00000000","EUR","0.00969800","BTC","wirex","","2019-01-19"
"Trade","52.00000000","EUR","0.01632500","BTC","wirex","","2019-01-19"
"Trade","120.00000000","EUR","0.03854800","BTC","wirex","","2019-01-17"
"Trade","2978.01900000","ADA","1.09888901","ETH","Binance","","2019-01-17"
"Withdrawal","","","1.09888901","ETH","Binance","Wallet","2019-01-17"
"Trade","2425.21000000","EUR","10000.00000000","IOT","Bitpanda","Position ausgestoppt","2019-01-14"
"Trade","4857.23000000","EUR","20000.00000000","IOT","Bitpanda","Position ausgestoppt","2019-01-13"
"Trade","2423.25000000","EUR","10000.00000000","IOT","Bitpanda","Position ausgestoppt","2019-01-13"
"Trade","10.00000000","EUR","0.00332800","BTC","wirex","","2019-01-13"
"Trade","47.00000000","EUR","0.01564000","BTC","wirex","","2019-01-13"
"Trade","230.00000000","EUR","0.06702000","BTC","wirex","","2019-01-07"
"Trade","75.00000000","EUR","0.02182500","BTC","wirex","","2019-01-07"
"Trade","60.00000000","EUR","0.01747200","BTC","wirex","","2019-01-07"
"Trade","50.00000000","EUR","0.01454500","BTC","wirex","","2019-01-07"
"Trade","90.00000000","EUR","0.02733000","BTC","wirex","","2019-01-04"
"Trade","1500.00000000","EUR","0.46124100","BTC","wirex","","2019-01-04"
"Trade","3.25000000","EUR","0.00100000","BTC","wirex","","2018-12-31"
"Trade","300.00000000","EUR","0.09221100","BTC","wirex","","2018-12-31"
"Trade","0.32491700","BTC","3323.00000000","XRP","wirex","","2018-12-28"
"Trade","18.65000000","EUR","0.00605800","BTC","wirex","","2018-12-27"
"Trade","168.77000000","EUR","0.05483600","BTC","wirex","","2018-12-27"
"Trade","38.75000000","EUR","0.01257100","BTC","wirex","","2018-12-27"
"Trade","232.00000000","EUR","0.07515200","BTC","wirex","","2018-12-27"
"Trade","42.42000000","EUR","0.01316900","BTC","wirex","","2018-12-25"
"Trade","157.00000000","EUR","0.04604300","BTC","wirex","","2018-12-23"
"Trade","295.00000000","EUR","0.08635000","BTC","wirex","","2018-12-23"
"Trade","3.43000000","EUR","0.00100000","BTC","wirex","","2018-12-23"
"Spend","","","50.00000000","EUR","wirex","DC","2018-12-22"
"Reward / Bonus","0.00007157","BTC","","","wirex","","2018-12-22"
"Trade","50.00000000","EUR","0.01489700","BTC","wirex","","2018-12-22"
"Spend","","","70.00000000","EUR","wirex","DC","2018-12-19"
"Reward / Bonus","0.00010649","BTC","","","wirex","DC","2018-12-19"
"Trade","70.00000000","EUR","0.02209300","BTC","wirex","","2018-12-19"
"Trade","37.30000000","EUR","0.01171000","BTC","wirex","","2018-12-19"
"Spend","","","37.30000000","EUR","wirex","DC","2018-12-19"
"Spend","","","214.00000000","EUR","wirex","DC","2018-12-17"
"Reward / Bonus","0.00034201","BTC","","","wirex","DC","2018-12-17"
"Trade","214.00000000","EUR","0.07090100","BTC","wirex","","2018-12-17"
"Withdrawal","","","0.10000000","BTC","wirex","","2018-12-17"
"Spend","","","261.00000000","EUR","wirex","DC","2018-12-15"
"Reward / Bonus","0.00045877","BTC","","","wirex","DC","2018-12-15"
"Trade","261.00000000","EUR","0.09447000","BTC","wirex","","2018-12-15"
"Trade","261.00000000","EUR","0.09447000","BTC","wirex","","2018-12-15"
"Spend","","","280.00000000","EUR","wirex","DC","2018-12-13"
"Reward / Bonus","0.00047811","BTC","","","wirex","DC","2018-12-13"
"Trade","280.00000000","EUR","0.09933200","BTC","wirex","","2018-12-13"
"Spend","","","30.00000000","EUR","wirex","DC","2018-12-13"
"Reward / Bonus","0.00004416","BTC","","","wirex","DC","2018-12-13"
"Withdrawal","","","85.91400000","XRP","Binance","","2018-10-30"
"Deposit","85.66400000","XRP","","","Exodus","","2018-10-30"
"Trade","85.91400000","XRP","0.00603313","BTC","","","2018-10-30"
"Withdrawal","","","889.11000000","MIOTA","Binance","","2018-10-30"
"Deposit","888.60000000","MIOTA","","","Trinity","","2018-10-30"
"Trade","889.11000000","MIOTA","0.06360000","BTC","","","2018-10-30"
"Withdrawal","","","2608.50000000","IOTA","Bitfinex","LOVQTPSBWOVRPNEHUYNYZYKIAV9XMPKYSHIMKUSFNIXQFPIS9BRHFJCVRIPFIIDSXBUWPZQR9KAWA9999","2018-10-17"
"Trade","9990.00000000","ADA","3.58641000","ETH","Binance","","2018-10-16"
"Withdrawal","","","9990.00000000","ADA","Binance","Wallet","2018-10-16"
"Trade","19548.43420000","ADA","8801.79000000","EUR","Binance","","2018-10-15"
"Withdrawal","","","19548.43420000","ADA","Binance","Wallet","2018-10-15"
"Trade","30939.03000000","ADA","11.03361961","ETH","Binance","","2018-10-15"
"Withdrawal","","","30939.03000000","ADA","Binance","Wallet","2018-10-15"
"Withdrawal","","","2086.91100000","MIOTA","Binance","","2018-10-15"
"Deposit","2086.91100000","MIOTA","","","Trinity","","2018-10-15"
"Withdrawal","","","2086.91100000","MIOTA","Binance","","2018-10-15"
"Trade","15480.50400000","ADA","7228.94000000","EUR","Binance","","2018-10-14"
"Withdrawal","","","15480.50400000","ADA","Binance","Wallet","2018-10-14"
"Trade","15419.56500000","ADA","7228.50000000","EUR","Binance","","2018-10-13"
"Withdrawal","","","15419.56500000","ADA","Binance","Wallet","2018-10-13"
"Trade","47952.00000000","ADA","23006.68000000","EUR","Binance","","2018-10-11"
"Withdrawal","","","47952.00000000","ADA","Binance","Wallet","2018-10-11"
"Trade","7218.77400000","ADA","3385.87000000","EUR","Binance","","2018-10-01"
"Withdrawal","","","7218.77400000","ADA","Binance","Wallet","2018-10-01"
"Trade","5464.53000000","ADA","5462.53000000","EUR","Binance","","2018-10-01"
"Withdrawal","","","5464.53000000","ADA","Binance","Wallet","2018-10-01"
"Trade","3652.34400000","ADA","1718.12000000","EUR","Binance","","2018-09-25"
"Withdrawal","","","3652.34400000","ADA","Binance","Wallet","2018-09-25"
"Trade","1949.04900000","ADA","815.00000000","EUR","Binance","","2018-09-19"
"Withdrawal","","","1949.04900000","ADA","Binance","Wallet","2018-09-19"
"Trade","2086.91100000","MIOTA","0.17395485","BTC","","","2018-09-19"
"Trade","5105.88900000","ADA","2359.69000000","EUR","Binance","","2018-09-12"
"Withdrawal","","","5105.88900000","ADA","Binance","Wallet","2018-09-12"
"Trade","913.08600000","ADA","433.12000000","EUR","Binance","","2018-09-11"
"Withdrawal","","","913.08600000","ADA","Binance","","2018-09-11"
"Deposit","912.08600000","ADA","","","ADAlight","Wallet","2018-09-11"
"Trade","0.00287219","BTC","0.24900000","BCH","Binance","Para comprar LIT","2018-08-01"
"Withdrawal","","","3400.00000000","ADA","ADAlight","","2018-06-05"
"Withdrawal","","","400.00000000","ADA","HITBTC","Auf Wallet","2018-05-31"
"Trade","7500.00000000","ZRX","0.00000000","USD","","","2018-05-24"
"Withdrawal","","","6780.00000000","XLM","Wallet","","2018-05-23"
"Withdrawal","","","6.78900000","XLM","Wallet","","2018-05-23"
"Deposit","6787.77300000","XLM","","","Wallet","","2018-05-22"
"Withdrawal","","","8405.00000000","XLM","Wallet","","2018-05-03"
"Deposit","2177.99000000","XLM","","","Wallet","","2018-04-22"
"Deposit","2214.99000000","XLM","","","Wallet","","2018-04-19"
"Deposit","1.00000000","BTC","","","","","2018-02-16"
"Deposit","97.47000000","LSK","","","Wallet","","2018-02-13"
"Deposit","0.40000000","LSK","","","Wallet","","2018-02-13"
"Deposit","3428.99000000","XLM","","","Wallet","","2018-01-26"
"Deposit","29.99000000","XLM","","","Wallet","","2018-01-26"
"Airdrop","340.16497000","XLM","","","Kraken","Aidrop","2018-01-18"
"Income","0.00159111","BTC","","","","","2017-12-15"
"Trade","0.00000000","EUR","3.66439704","BTC","Genesis Mining","200 TH/s","2017-11-21"
"Trade","0.00000000","EUR","3.66939704","BTC","Genesis Mining","200 TH/s","2017-11-21"
"Trade","0.00000000","EUR","3.68339705","BTC","Genesis Mining","200 TH/s","2017-11-21"
"Deposit","42884.41000000","USD","","","","","2017-01-01"
"Income","0.33030000","BTC","","","","","2016-11-24"
"Trade","1000.00000000","DOGE","0.00000000","EUR","","","2016-11-24"
"Trade","2.00000000","BTC","796.98000000","USD","coibase","","2014-07-25"
"Trade","60.00000000","XAG","0.00000000","EUR","Silberwerte.de","(100) Sh Elefant 2010","2010-06-03"
